,row_no,FIPS,date,rainfall,county_name
22204,22204,26155,2002-05-01,100.7,Shiawassee
22205,22205,26155,2002-06-01,47.15,Shiawassee
22206,22206,26155,2002-07-01,73.75,Shiawassee
22207,22207,26155,2002-08-01,52.400000000000006,Shiawassee
22208,22208,26155,2002-09-01,14.95,Shiawassee
22209,22209,26155,2002-10-01,51.6,Shiawassee
22210,22210,26155,2002-11-01,50.650000000000006,Shiawassee
22211,22211,26155,2002-12-01,37.75,Shiawassee
22212,22212,26155,2003-01-01,12.45,Shiawassee
22213,22213,26155,2003-02-01,20.5,Shiawassee
22214,22214,26155,2003-03-01,58.85,Shiawassee
22215,22215,26155,2003-04-01,84.73333333333333,Shiawassee
22216,22216,26155,2003-05-01,96.83333333333331,Shiawassee
22217,22217,26155,2003-06-01,54.7,Shiawassee
22218,22218,26155,2003-07-01,41.6,Shiawassee
22219,22219,26155,2003-08-01,86.93333333333334,Shiawassee
22220,22220,26155,2003-09-01,60.13333333333333,Shiawassee
22221,22221,26155,2003-10-01,47.46666666666667,Shiawassee
22222,22222,26155,2003-11-01,157.46666666666667,Shiawassee
22223,22223,26155,2003-12-01,43.43333333333334,Shiawassee
22224,22224,26155,2004-01-01,38.6,Shiawassee
22225,22225,26155,2004-02-01,18.9,Shiawassee
22226,22226,26155,2004-03-01,67.10000000000001,Shiawassee
22227,22227,26155,2004-04-01,25.166666666666668,Shiawassee
22228,22228,26155,2004-05-01,252.9333333333333,Shiawassee
22229,22229,26155,2004-06-01,60.26666666666667,Shiawassee
22230,22230,26155,2004-07-01,138.29999999999998,Shiawassee
22231,22231,26155,2004-08-01,90.4,Shiawassee
22232,22232,26155,2004-09-01,17.733333333333334,Shiawassee
22233,22233,26155,2004-10-01,62.53333333333334,Shiawassee
22234,22234,26155,2004-11-01,92.43333333333334,Shiawassee
22235,22235,26155,2004-12-01,61.833333333333336,Shiawassee
22236,22236,26155,2005-01-01,84.83333333333333,Shiawassee
22237,22237,26155,2005-02-01,56.833333333333336,Shiawassee
22238,22238,26155,2005-03-01,36.4,Shiawassee
22239,22239,26155,2005-04-01,33.03333333333333,Shiawassee
22240,22240,26155,2005-05-01,40.266666666666666,Shiawassee
22241,22241,26155,2005-06-01,95.4,Shiawassee
22242,22242,26155,2005-07-01,130.76666666666665,Shiawassee
22243,22243,26155,2005-08-01,22.46666666666667,Shiawassee
22244,22244,26155,2005-09-01,114.86666666666667,Shiawassee
22245,22245,26155,2005-10-01,14.1,Shiawassee
22246,22246,26155,2005-11-01,94.06666666666668,Shiawassee
22247,22247,26155,2005-12-01,42.93333333333334,Shiawassee
22248,22248,26155,2006-01-01,92.53333333333336,Shiawassee
22249,22249,26155,2006-02-01,37.36666666666667,Shiawassee
22250,22250,26155,2006-03-01,60.43333333333334,Shiawassee
22251,22251,26155,2006-04-01,57.29999999999999,Shiawassee
22252,22252,26155,2006-05-01,156.5666666666667,Shiawassee
22253,22253,26155,2006-06-01,82.7,Shiawassee
22254,22254,26155,2006-07-01,123.6,Shiawassee
22255,22255,26155,2006-08-01,58.63333333333333,Shiawassee
22256,22256,26155,2006-09-01,79.4,Shiawassee
22257,22257,26155,2006-10-01,94.83333333333331,Shiawassee
22258,22258,26155,2006-11-01,81.7,Shiawassee
22259,22259,26155,2006-12-01,63.4,Shiawassee
22260,22260,26155,2007-01-01,66.16666666666667,Shiawassee
22261,22261,26155,2007-02-01,11.2,Shiawassee
22262,22262,26155,2007-03-01,61.633333333333326,Shiawassee
22263,22263,26155,2007-04-01,70.53333333333335,Shiawassee
22264,22264,26155,2007-05-01,87.2,Shiawassee
22265,22265,26155,2007-06-01,121.7,Shiawassee
22266,22266,26155,2007-07-01,48.76666666666667,Shiawassee
22267,22267,26155,2007-08-01,163.1,Shiawassee
22268,22268,26155,2007-09-01,55.1,Shiawassee
22269,22269,26155,2007-10-01,107.23333333333332,Shiawassee
22270,22270,26155,2007-11-01,39.23333333333333,Shiawassee
22271,22271,26155,2007-12-01,67.96666666666667,Shiawassee
22272,22272,26155,2008-01-01,72.73333333333333,Shiawassee
22273,22273,26155,2008-02-01,70.23333333333333,Shiawassee
22274,22274,26155,2008-03-01,29.6,Shiawassee
22275,22275,26155,2008-04-01,60.93333333333334,Shiawassee
22276,22276,26155,2008-05-01,34.300000000000004,Shiawassee
22277,22277,26155,2008-06-01,95.63333333333333,Shiawassee
22278,22278,26155,2008-07-01,111.8,Shiawassee
22279,22279,26155,2008-08-01,60.86666666666667,Shiawassee
22280,22280,26155,2008-09-01,213.4333333333333,Shiawassee
22281,22281,26155,2008-10-01,41.9,Shiawassee
22282,22282,26155,2008-11-01,48.16666666666666,Shiawassee
22283,22283,26155,2008-12-01,93.63333333333333,Shiawassee
22284,22284,26155,2009-01-01,26.766666666666666,Shiawassee
22285,22285,26155,2009-02-01,66.43333333333334,Shiawassee
22286,22286,26155,2009-03-01,70.03333333333333,Shiawassee
22287,22287,26155,2009-04-01,170.66666666666666,Shiawassee
22288,22288,26155,2009-05-01,81.23333333333333,Shiawassee
22289,22289,26155,2009-06-01,137.93333333333334,Shiawassee
22290,22290,26155,2009-07-01,81.10000000000001,Shiawassee
22291,22291,26155,2009-08-01,132.13333333333333,Shiawassee
22292,22292,26155,2009-09-01,29.866666666666664,Shiawassee
22293,22293,26155,2009-10-01,97.56666666666666,Shiawassee
22294,22294,26155,2009-11-01,18.066666666666663,Shiawassee
22295,22295,26155,2009-12-01,48.075,Shiawassee
22296,22296,26155,2010-01-01,22.3,Shiawassee
22297,22297,26155,2010-02-01,42.375,Shiawassee
22298,22298,26155,2010-03-01,20.1,Shiawassee
22299,22299,26155,2010-04-01,84.93333333333334,Shiawassee
22300,22300,26155,2010-05-01,125.3,Shiawassee
22301,22301,26155,2010-06-01,97.14,Shiawassee
22302,22302,26155,2010-07-01,56.333333333333336,Shiawassee
22303,22303,26155,2010-08-01,10.05,Shiawassee
22304,22304,26155,2010-09-01,86.3,Shiawassee
22305,22305,26155,2010-10-01,69.5,Shiawassee
22306,22306,26155,2010-11-01,55.375,Shiawassee
22307,22307,26155,2010-12-01,23.925,Shiawassee
22308,22308,26155,2011-01-01,40.55,Shiawassee
22309,22309,26155,2011-02-01,56.4,Shiawassee
22310,22310,26155,2011-03-01,99.325,Shiawassee
22311,22311,26155,2011-04-01,154.575,Shiawassee
22312,22312,26155,2011-05-01,229.55,Shiawassee
22313,22313,26155,2011-06-01,90.925,Shiawassee
22314,22314,26155,2011-07-01,145.975,Shiawassee
22315,22315,26155,2011-08-01,58.975,Shiawassee
22316,22316,26155,2011-09-01,55.1,Shiawassee
22317,22317,26155,2011-10-01,72.43333333333334,Shiawassee
22318,22318,26155,2011-11-01,84.7,Shiawassee
22319,22319,26155,2011-12-01,49.35,Shiawassee
22320,22320,26155,2012-01-01,54.9,Shiawassee
22321,22321,26155,2012-02-01,32.825,Shiawassee
22322,22322,26155,2012-03-01,66.325,Shiawassee
22323,22323,26155,2012-04-01,34.25,Shiawassee
22324,22324,26155,2012-05-01,100.625,Shiawassee
22325,22325,26155,2012-06-01,37.88,Shiawassee
22326,22326,26155,2012-07-01,73.96000000000001,Shiawassee
22327,22327,26155,2012-08-01,92.4,Shiawassee
22328,22328,26155,2012-09-01,62.2,Shiawassee
22329,22329,26155,2012-10-01,104.925,Shiawassee
22330,22330,26155,2012-11-01,12.275,Shiawassee
22331,22331,26155,2012-12-01,52.725,Shiawassee
22332,22332,26155,2013-01-01,96.075,Shiawassee
22333,22333,26155,2013-02-01,46.15,Shiawassee
22334,22334,26155,2013-03-01,21.2,Shiawassee
22335,22335,26155,2013-04-01,203.65,Shiawassee
22336,22336,26155,2013-05-01,115.35,Shiawassee
22337,22337,26155,2013-06-01,108.45,Shiawassee
22338,22338,26155,2013-07-01,63.46666666666667,Shiawassee
22339,22339,26155,2013-08-01,136.16666666666666,Shiawassee
22340,22340,26155,2013-09-01,28.566666666666663,Shiawassee
22341,22341,26155,2013-10-01,61.6,Shiawassee
22342,22342,26155,2013-11-01,70.275,Shiawassee
22343,22343,26155,2013-12-01,47.075,Shiawassee
22344,22344,26155,2014-01-01,58.225,Shiawassee
22345,22345,26155,2014-02-01,43.86666666666667,Shiawassee
22346,22346,26155,2014-03-01,38.975,Shiawassee
22347,22347,26155,2014-04-01,55.075,Shiawassee
22348,22348,26155,2014-05-01,205.7,Shiawassee
22349,22349,26155,2014-06-01,108.825,Shiawassee
22350,22350,26155,2014-07-01,119.875,Shiawassee
22351,22351,26155,2014-08-01,42.75,Shiawassee
22352,22352,26155,2014-09-01,71.425,Shiawassee
22353,22353,26155,2014-10-01,52.6,Shiawassee
22354,22354,26155,2014-11-01,59.925,Shiawassee
22355,22355,26155,2014-12-01,39.625,Shiawassee
22356,22356,26155,2015-01-01,28.075000000000003,Shiawassee
22357,22357,26155,2015-02-01,23.55,Shiawassee
22358,22358,26155,2015-03-01,24.075,Shiawassee
22359,22359,26155,2015-04-01,45.05,Shiawassee
22360,22360,26155,2015-05-01,99.1,Shiawassee
22361,22361,26155,2015-06-01,146.2,Shiawassee
22362,22362,26155,2015-07-01,93.875,Shiawassee
22363,22363,26155,2015-08-01,88.225,Shiawassee
22364,22364,26155,2015-09-01,77.975,Shiawassee
22365,22365,26155,2015-10-01,54.55,Shiawassee
22366,22366,26155,2015-11-01,61.075,Shiawassee
22367,22367,26155,2015-12-01,59.1,Shiawassee
22368,22368,26155,2016-01-01,34.625,Shiawassee
22369,22369,26155,2016-02-01,41.525,Shiawassee
22370,22370,26155,2016-03-01,108.375,Shiawassee
22371,22371,26155,2016-04-01,71.85,Shiawassee
22372,22372,26155,2016-05-01,73.57499999999999,Shiawassee
22373,22373,26155,2016-06-01,23.175,Shiawassee
22374,22374,26155,2016-07-01,79.075,Shiawassee
22375,22375,26155,2016-08-01,142.5,Shiawassee
22376,22376,26155,2016-09-01,76.85,Shiawassee
22377,22377,26155,2016-10-01,109.6,Shiawassee
22378,22378,26155,2016-11-01,70.325,Shiawassee
22379,22379,26155,2016-12-01,44.1,Shiawassee
22380,22380,26155,2017-01-01,79.7,Shiawassee
22381,22381,26155,2017-02-01,42.525,Shiawassee
22382,22382,26155,2017-03-01,92.4,Shiawassee
22383,22383,26155,2017-04-01,130.075,Shiawassee
22384,22384,26155,2017-05-01,79.0,Shiawassee
22385,22385,26155,2017-06-01,83.475,Shiawassee
22386,22386,26155,2017-07-01,56.475,Shiawassee
22387,22387,26155,2017-08-01,41.85,Shiawassee
22388,22388,26155,2017-09-01,40.8,Shiawassee
22389,22389,26155,2017-10-01,153.525,Shiawassee
22390,22390,26155,2017-11-01,71.025,Shiawassee
22391,22391,26155,2017-12-01,33.35,Shiawassee
22392,22392,26155,2018-01-01,48.375,Shiawassee
22393,22393,26155,2018-02-01,107.3,Shiawassee
22394,22394,26155,2018-03-01,23.866666666666664,Shiawassee
22395,22395,26155,2018-04-01,86.075,Shiawassee
22396,22396,26155,2018-05-01,117.725,Shiawassee
22397,22397,26155,2018-06-01,79.675,Shiawassee
22398,22398,26155,2018-07-01,23.0,Shiawassee
22399,22399,26155,2018-08-01,144.9,Shiawassee
22400,22400,26155,2018-09-01,64.175,Shiawassee
22401,22401,26155,2018-10-01,115.375,Shiawassee
22402,22402,26155,2018-11-01,52.2,Shiawassee
22403,22403,26155,2018-12-01,41.96666666666667,Shiawassee
22404,22404,26155,2019-01-01,55.76666666666667,Shiawassee
22405,22405,26155,2019-02-01,59.03333333333333,Shiawassee
22406,22406,26155,2019-03-01,56.06666666666667,Shiawassee
22407,22407,26155,2019-04-01,75.96666666666667,Shiawassee
22408,22408,26155,2019-05-01,95.93333333333334,Shiawassee
22409,22409,26155,2019-06-01,168.9,Shiawassee
22410,22410,26155,2019-07-01,65.93333333333334,Shiawassee
22411,22411,26155,2019-08-01,56.06666666666666,Shiawassee
22412,22412,26155,2019-09-01,115.3,Shiawassee
22413,22413,26155,2019-10-01,160.5,Shiawassee
22414,22414,26155,2019-11-01,73.3,Shiawassee
22415,22415,26155,2019-12-01,71.85,Shiawassee
22416,22416,26155,2020-01-01,88.66666666666667,Shiawassee
22417,22417,26155,2020-02-01,28.5,Shiawassee
22418,22418,26155,2020-03-01,61.56666666666666,Shiawassee
22419,22419,26155,2020-04-01,44.6,Shiawassee
22420,22420,26155,2020-05-01,157.29999999999998,Shiawassee
22421,22421,26155,2020-06-01,71.53333333333333,Shiawassee
22422,22422,26155,2020-07-01,98.5,Shiawassee
22423,22423,26155,2020-08-01,161.70000000000002,Shiawassee
22424,22424,26155,2020-09-01,87.39999999999999,Shiawassee
22425,22425,26155,2020-10-01,79.0,Shiawassee
22426,22426,26155,2020-11-01,44.3,Shiawassee
22427,22427,26155,2020-12-01,50.5,Shiawassee
22428,22428,26155,2021-01-01,34.7,Shiawassee
22429,22429,26155,2021-02-01,32.36666666666667,Shiawassee
22430,22430,26155,2021-03-01,55.76666666666667,Shiawassee
22431,22431,26155,2021-04-01,56.23333333333333,Shiawassee
22432,22432,26155,2021-05-01,53.0,Shiawassee
22433,22433,26155,2021-06-01,184.9333333333333,Shiawassee
22434,22434,26155,2021-07-01,68.23333333333333,Shiawassee
22435,22435,26155,2021-08-01,115.05,Shiawassee
22436,22436,26155,2021-09-01,120.35,Shiawassee
22437,22437,26155,2021-10-01,136.86666666666667,Shiawassee
22438,22438,26155,2021-11-01,33.3,Shiawassee
22439,22439,26155,2021-12-01,47.7,Shiawassee
22440,22440,26155,2022-01-01,17.133333333333333,Shiawassee
22441,22441,26155,2022-02-01,79.96666666666667,Shiawassee
22442,22442,26155,2022-03-01,75.33333333333333,Shiawassee
22443,22443,26155,2022-04-01,79.5,Shiawassee
22444,22444,26155,2022-05-01,74.13333333333334,Shiawassee
22445,22445,26155,2022-06-01,48.03333333333333,Shiawassee
22446,22446,26155,2022-07-01,69.3,Shiawassee
22447,22447,26155,2022-08-01,70.875,Shiawassee
22448,22448,26155,2022-09-01,49.95,Shiawassee
22449,22449,26155,2022-10-01,50.125,Shiawassee
22450,22450,26155,2022-11-01,21.96666666666667,Shiawassee
22451,22451,26155,2022-12-01,33.733333333333334,Shiawassee
22452,22452,26155,2023-01-01,48.9,Shiawassee
22453,22453,26155,2023-02-01,72.5,Shiawassee
22454,22454,26155,2023-03-01,67.73333333333333,Shiawassee
22455,22455,26155,2023-04-01,138.93333333333334,Shiawassee
22456,22456,26155,2023-05-01,27.46666666666667,Shiawassee
22457,22457,26155,2023-06-01,49.13333333333333,Shiawassee
22458,22458,26155,2023-07-01,177.13333333333333,Shiawassee
22459,22459,26155,2023-08-01,174.475,Shiawassee
22460,22460,26155,2023-09-01,40.1,Shiawassee
22461,22461,26155,2023-10-01,123.13333333333333,Shiawassee
22462,22462,26155,2023-11-01,62.866666666666674,Shiawassee
22463,22463,26155,2023-12-01,62.2,Shiawassee
22464,22464,26157,2000-01-01,29.35,Tuscola
22465,22465,26157,2000-02-01,45.4,Tuscola
22466,22466,26157,2000-03-01,29.4,Tuscola
22467,22467,26157,2000-04-01,70.75,Tuscola
22468,22468,26157,2000-05-01,122.7,Tuscola
22469,22469,26157,2000-06-01,107.86666666666666,Tuscola
22470,22470,26157,2000-07-01,112.83333333333331,Tuscola
22471,22471,26157,2000-08-01,106.0,Tuscola
22472,22472,26157,2000-09-01,88.775,Tuscola
22473,22473,26157,2000-10-01,40.025,Tuscola
22474,22474,26157,2000-11-01,47.95,Tuscola
22475,22475,26157,2000-12-01,78.0,Tuscola
22476,22476,26157,2001-01-01,25.925,Tuscola
22477,22477,26157,2001-02-01,56.35,Tuscola
22478,22478,26157,2001-03-01,13.275,Tuscola
22479,22479,26157,2001-04-01,49.675,Tuscola
22480,22480,26157,2001-05-01,58.125,Tuscola
22481,22481,26157,2001-06-01,100.625,Tuscola
22482,22482,26157,2001-07-01,17.85,Tuscola
22483,22483,26157,2001-08-01,75.83333333333333,Tuscola
22484,22484,26157,2001-09-01,127.675,Tuscola
22485,22485,26157,2001-10-01,144.375,Tuscola
22486,22486,26157,2001-11-01,40.325,Tuscola
22487,22487,26157,2001-12-01,52.9,Tuscola
22488,22488,26157,2002-01-01,33.65,Tuscola
22489,22489,26157,2002-02-01,56.65,Tuscola
22490,22490,26157,2002-03-01,60.14,Tuscola
22491,22491,26157,2002-04-01,88.22,Tuscola
22492,22492,26157,2002-05-01,110.02,Tuscola
22493,22493,26157,2002-06-01,87.025,Tuscola
22494,22494,26157,2002-07-01,114.65,Tuscola
22495,22495,26157,2002-08-01,71.08,Tuscola
22496,22496,26157,2002-09-01,11.54,Tuscola
22497,22497,26157,2002-10-01,57.46,Tuscola
22498,22498,26157,2002-11-01,45.5,Tuscola
22499,22499,26157,2002-12-01,31.18,Tuscola
22500,22500,26157,2003-01-01,10.44,Tuscola
22501,22501,26157,2003-02-01,20.6,Tuscola
22502,22502,26157,2003-03-01,45.58,Tuscola
22503,22503,26157,2003-04-01,63.36,Tuscola
22504,22504,26157,2003-05-01,102.48,Tuscola
22505,22505,26157,2003-06-01,89.75,Tuscola
22506,22506,26157,2003-07-01,73.80000000000001,Tuscola
22507,22507,26157,2003-08-01,33.96,Tuscola
22508,22508,26157,2003-09-01,61.94,Tuscola
22509,22509,26157,2003-10-01,36.42,Tuscola
22510,22510,26157,2003-11-01,140.92000000000002,Tuscola
22511,22511,26157,2003-12-01,43.7,Tuscola
22512,22512,26157,2004-01-01,48.575,Tuscola
22513,22513,26157,2004-02-01,23.725,Tuscola
22514,22514,26157,2004-03-01,66.6,Tuscola
22515,22515,26157,2004-04-01,34.2,Tuscola
22516,22516,26157,2004-05-01,172.9,Tuscola
22517,22517,26157,2004-06-01,120.7,Tuscola
22518,22518,26157,2004-07-01,90.125,Tuscola
22519,22519,26157,2004-08-01,49.7,Tuscola
22520,22520,26157,2004-09-01,21.33333333333333,Tuscola
22521,22521,26157,2004-10-01,75.05,Tuscola
22522,22522,26157,2004-11-01,81.525,Tuscola
22523,22523,26157,2004-12-01,77.5,Tuscola
22524,22524,26157,2005-01-01,85.375,Tuscola
22525,22525,26157,2005-02-01,46.4,Tuscola
22526,22526,26157,2005-03-01,34.675,Tuscola
22527,22527,26157,2005-04-01,56.06666666666666,Tuscola
22528,22528,26157,2005-05-01,55.625,Tuscola
22529,22529,26157,2005-06-01,132.775,Tuscola
22530,22530,26157,2005-07-01,97.925,Tuscola
22531,22531,26157,2005-08-01,29.475,Tuscola
22532,22532,26157,2005-09-01,90.55,Tuscola
22533,22533,26157,2005-10-01,23.05,Tuscola
22534,22534,26157,2005-11-01,98.15,Tuscola
22535,22535,26157,2005-12-01,64.725,Tuscola
22536,22536,26157,2006-01-01,95.625,Tuscola
22537,22537,26157,2006-02-01,48.825,Tuscola
22538,22538,26157,2006-03-01,74.75,Tuscola
22539,22539,26157,2006-04-01,67.75,Tuscola
22540,22540,26157,2006-05-01,83.525,Tuscola
22541,22541,26157,2006-06-01,106.25,Tuscola
22542,22542,26157,2006-07-01,136.125,Tuscola
22543,22543,26157,2006-08-01,89.15,Tuscola
22544,22544,26157,2006-09-01,71.625,Tuscola
22545,22545,26157,2006-10-01,117.075,Tuscola
22546,22546,26157,2006-11-01,95.8,Tuscola
22547,22547,26157,2006-12-01,65.78,Tuscola
22548,22548,26157,2007-01-01,51.88,Tuscola
22549,22549,26157,2007-02-01,9.86,Tuscola
22550,22550,26157,2007-03-01,41.34,Tuscola
22551,22551,26157,2007-04-01,82.92,Tuscola
22552,22552,26157,2007-05-01,75.7,Tuscola
22553,22553,26157,2007-06-01,39.96,Tuscola
22554,22554,26157,2007-07-01,58.45,Tuscola
22555,22555,26157,2007-08-01,99.06,Tuscola
22556,22556,26157,2007-09-01,59.1,Tuscola
22557,22557,26157,2007-10-01,103.4,Tuscola
22558,22558,26157,2007-11-01,38.38,Tuscola
22559,22559,26157,2007-12-01,54.85,Tuscola
22560,22560,26157,2008-01-01,78.125,Tuscola
22561,22561,26157,2008-02-01,93.625,Tuscola
22562,22562,26157,2008-03-01,26.95,Tuscola
22563,22563,26157,2008-04-01,62.150000000000006,Tuscola
22564,22564,26157,2008-05-01,48.95,Tuscola
22565,22565,26157,2008-06-01,124.475,Tuscola
22566,22566,26157,2008-07-01,138.425,Tuscola
22567,22567,26157,2008-08-01,77.475,Tuscola
22568,22568,26157,2008-09-01,157.75,Tuscola
22569,22569,26157,2008-10-01,58.35,Tuscola
22570,22570,26157,2008-11-01,62.95,Tuscola
22571,22571,26157,2008-12-01,97.45,Tuscola
22572,22572,26157,2009-01-01,36.375,Tuscola
22573,22573,26157,2009-02-01,66.2,Tuscola
22574,22574,26157,2009-03-01,57.8,Tuscola
22575,22575,26157,2009-04-01,135.9,Tuscola
22576,22576,26157,2009-05-01,56.65,Tuscola
22577,22577,26157,2009-06-01,129.55,Tuscola
22578,22578,26157,2009-07-01,60.94,Tuscola
22579,22579,26157,2009-08-01,80.38,Tuscola
22580,22580,26157,2009-09-01,39.1,Tuscola
22581,22581,26157,2009-10-01,108.48,Tuscola
22582,22582,26157,2009-11-01,21.16,Tuscola
22583,22583,26157,2009-12-01,50.28,Tuscola
22584,22584,26157,2010-01-01,19.5,Tuscola
22585,22585,26157,2010-02-01,27.24,Tuscola
22586,22586,26157,2010-03-01,15.78,Tuscola
22587,22587,26157,2010-04-01,64.33333333333333,Tuscola
22588,22588,26157,2010-05-01,101.56,Tuscola
22589,22589,26157,2010-06-01,88.94,Tuscola
22590,22590,26157,2010-07-01,48.52,Tuscola
22591,22591,26157,2010-08-01,66.22,Tuscola
22592,22592,26157,2010-09-01,97.94,Tuscola
22593,22593,26157,2010-10-01,56.260000000000005,Tuscola
22594,22594,26157,2010-11-01,62.375,Tuscola
22595,22595,26157,2010-12-01,28.380000000000003,Tuscola
22596,22596,26157,2011-01-01,49.1,Tuscola
22597,22597,26157,2011-02-01,47.92,Tuscola
22598,22598,26157,2011-03-01,74.8,Tuscola
22599,22599,26157,2011-04-01,128.9,Tuscola
22600,22600,26157,2011-05-01,129.13333333333333,Tuscola
22601,22601,26157,2011-06-01,64.8,Tuscola
22602,22602,26157,2011-07-01,41.88,Tuscola
22603,22603,26157,2011-08-01,104.88,Tuscola
22604,22604,26157,2011-09-01,58.2,Tuscola
22605,22605,26157,2011-10-01,93.06,Tuscola
22606,22606,26157,2011-11-01,75.0,Tuscola
22607,22607,26157,2011-12-01,48.625,Tuscola
22608,22608,26157,2012-01-01,45.86,Tuscola
22609,22609,26157,2012-02-01,31.48,Tuscola
22610,22610,26157,2012-03-01,64.32000000000001,Tuscola
22611,22611,26157,2012-04-01,29.74,Tuscola
22612,22612,26157,2012-05-01,92.56,Tuscola
22613,22613,26157,2012-06-01,46.84,Tuscola
22614,22614,26157,2012-07-01,134.76666666666668,Tuscola
22615,22615,26157,2012-08-01,97.575,Tuscola
22616,22616,26157,2012-09-01,54.375,Tuscola
22617,22617,26157,2012-10-01,117.46,Tuscola
22618,22618,26157,2012-11-01,15.22,Tuscola
22619,22619,26157,2012-12-01,51.82000000000001,Tuscola
22620,22620,26157,2013-01-01,83.88,Tuscola
22621,22621,26157,2013-02-01,40.2,Tuscola
22622,22622,26157,2013-03-01,16.35,Tuscola
22623,22623,26157,2013-04-01,206.975,Tuscola
22624,22624,26157,2013-05-01,122.175,Tuscola
22625,22625,26157,2013-06-01,65.3,Tuscola
22626,22626,26157,2013-07-01,65.1,Tuscola
22627,22627,26157,2013-08-01,67.2,Tuscola
22628,22628,26157,2013-09-01,38.0,Tuscola
22629,22629,26157,2013-10-01,69.975,Tuscola
22630,22630,26157,2013-11-01,70.64,Tuscola
22631,22631,26157,2013-12-01,53.725,Tuscola
22632,22632,26157,2014-01-01,40.675,Tuscola
22633,22633,26157,2014-02-01,32.86666666666667,Tuscola
22634,22634,26157,2014-03-01,31.55,Tuscola
22635,22635,26157,2014-04-01,93.825,Tuscola
22636,22636,26157,2014-05-01,99.52,Tuscola
22637,22637,26157,2014-06-01,75.02000000000001,Tuscola
22638,22638,26157,2014-07-01,154.94,Tuscola
22639,22639,26157,2014-08-01,89.3,Tuscola
22640,22640,26157,2014-09-01,108.48,Tuscola
22641,22641,26157,2014-10-01,69.3,Tuscola
22642,22642,26157,2014-11-01,56.260000000000005,Tuscola
22643,22643,26157,2014-12-01,40.125,Tuscola
22644,22644,26157,2015-01-01,23.425,Tuscola
22645,22645,26157,2015-02-01,21.85,Tuscola
22646,22646,26157,2015-03-01,18.84,Tuscola
22647,22647,26157,2015-04-01,54.225,Tuscola
22648,22648,26157,2015-05-01,77.2,Tuscola
22649,22649,26157,2015-06-01,87.675,Tuscola
22650,22650,26157,2015-07-01,67.64000000000001,Tuscola
22651,22651,26157,2015-08-01,155.03333333333333,Tuscola
22652,22652,26157,2015-09-01,87.11666666666667,Tuscola
22653,22653,26157,2015-10-01,61.56666666666666,Tuscola
22654,22654,26157,2015-11-01,65.175,Tuscola
22655,22655,26157,2015-12-01,52.75,Tuscola
22656,22656,26157,2016-01-01,38.375,Tuscola
22657,22657,26157,2016-02-01,63.225,Tuscola
22658,22658,26157,2016-03-01,130.1,Tuscola
22659,22659,26157,2016-04-01,59.3,Tuscola
22660,22660,26157,2016-05-01,51.725,Tuscola
22661,22661,26157,2016-06-01,46.925,Tuscola
22662,22662,26157,2016-07-01,137.2,Tuscola
22663,22663,26157,2016-08-01,146.5,Tuscola
22664,22664,26157,2016-09-01,50.1,Tuscola
22665,22665,26157,2016-10-01,78.95,Tuscola
22666,22666,26157,2016-11-01,56.075,Tuscola
22667,22667,26157,2016-12-01,43.5,Tuscola
22668,22668,26157,2017-01-01,76.45,Tuscola
22669,22669,26157,2017-02-01,39.7,Tuscola
22670,22670,26157,2017-03-01,67.9,Tuscola
22671,22671,26157,2017-04-01,135.36,Tuscola
22672,22672,26157,2017-05-01,84.02000000000001,Tuscola
22673,22673,26157,2017-06-01,131.44,Tuscola
22674,22674,26157,2017-07-01,49.38,Tuscola
22675,22675,26157,2017-08-01,59.48,Tuscola
22676,22676,26157,2017-09-01,19.96,Tuscola
22677,22677,26157,2017-10-01,94.26,Tuscola
22678,22678,26157,2017-11-01,62.075,Tuscola
22679,22679,26157,2017-12-01,29.3,Tuscola
22680,22680,26157,2018-01-01,36.75,Tuscola
22681,22681,26157,2018-02-01,78.94999999999999,Tuscola
22682,22682,26157,2018-03-01,30.85,Tuscola
22683,22683,26157,2018-04-01,89.07499999999999,Tuscola
22684,22684,26157,2018-05-01,81.525,Tuscola
22685,22685,26157,2018-06-01,47.225,Tuscola
22686,22686,26157,2018-07-01,39.425,Tuscola
22687,22687,26157,2018-08-01,148.9,Tuscola
22688,22688,26157,2018-09-01,69.775,Tuscola
22689,22689,26157,2018-10-01,93.15,Tuscola
22690,22690,26157,2018-11-01,56.675,Tuscola
22691,22691,26157,2018-12-01,36.875,Tuscola
22692,22692,26157,2019-01-01,50.525,Tuscola
22693,22693,26157,2019-02-01,45.375,Tuscola
22694,22694,26157,2019-03-01,39.95,Tuscola
22695,22695,26157,2019-04-01,80.5,Tuscola
22696,22696,26157,2019-05-01,134.25,Tuscola
22697,22697,26157,2019-06-01,171.35,Tuscola
22698,22698,26157,2019-07-01,58.025000000000006,Tuscola
22699,22699,26157,2019-08-01,46.375,Tuscola
22700,22700,26157,2019-09-01,122.15,Tuscola
22701,22701,26157,2019-10-01,149.65,Tuscola
22702,22702,26157,2019-11-01,73.125,Tuscola
22703,22703,26157,2019-12-01,52.175,Tuscola
22704,22704,26157,2020-01-01,75.9,Tuscola
22705,22705,26157,2020-02-01,26.65,Tuscola
22706,22706,26157,2020-03-01,55.96666666666667,Tuscola
22707,22707,26157,2020-04-01,61.95,Tuscola
22708,22708,26157,2020-05-01,112.725,Tuscola
22709,22709,26157,2020-06-01,31.4,Tuscola
22710,22710,26157,2020-07-01,76.625,Tuscola
